subhalo_id,objid,mass,star_forming,has_agn,classification
20216.jpg,587726033871241253,63744688029.703125,False,False,spiral
9306.jpg,587725551199780967,77463479374.76854,False,False,spiral
69125.jpg,587733440511017023,498196876096.09064,False,False,elliptical
65091.jpg,587733081884655640,75135814727.77774,True,False,spiral
123051.jpg,587739305286303781,61623023084.92272,False,False,spiral
118885.jpg,587739115246714953,80354092382.0112,False,False,spiral
97612.jpg,587736783607365679,463467195573.2169,False,False,irregular
33970.jpg,587729386068639824,188604043768.48688,False,False,spiral
100811.jpg,587736916759412744,512037772953.9625,False,False,spiral
9790.jpg,587725551746285647,65698431313.37692,False,False,spiral
14782.jpg,587726014011015340,474280206188.7467,False,False,spiral
113711.jpg,587738615417208885,193118108915.20566,False,False,spiral
174331.jpg,587742572681625633,68021467938.87067,False,False,spiral
45911.jpg,587731681191329815,376373467340.26196,False,False,spiral
180559.jpg,587742645164179632,149432478583.41052,True,False,spiral
160938.jpg,587741817860653252,136505452830.89719,False,False,spiral
47318.jpg,587731872849461261,106610259385.2013,False,False,spiral
95290.jpg,587736618788978746,706215101249.1083,False,True,spiral
70633.jpg,587733604267655271,61596211283.37063,False,True,spiral
209168.jpg,588017116131688457,362393166693.395,False,False,spiral
137924.jpg,587739720298725419,83389044966.30045,False,False,spiral
158822.jpg,587741725500702723,100385040836.90297,False,True,spiral
156357.jpg,587741708346589192,151002104482.41568,False,True,spiral
116579.jpg,587738948822892575,188604043768.48688,False,False,spiral
155980.jpg,587741708323324106,485887805996.89056,False,False,spiral
194864.jpg,588010136804786184,1265531617916.1938,False,False,elliptical
36857.jpg,587729652884963589,72795578217.66849,False,False,spiral
211167.jpg,588017603609755683,60027602776.668,False,True,spiral
194132.jpg,588009371762819128,57451583055.402565,False,True,spiral
28369.jpg,587728948510654469,803540923820.112,False,False,spiral
37736.jpg,587729751669080067,79953779844.54253,True,False,spiral
187509.jpg,587745402542817347,370974450319.8872,False,False,spiral
26188.jpg,587728880877174934,127060628727.10364,False,False,spiral
60462.jpg,587732702870044789,68766037540.21036,False,False,spiral
91659.jpg,587736542561304718,388427527164.3303,False,False,spiral
209311.jpg,588017564944433327,389681689957.1006,False,True,spiral
80706.jpg,587735348018544794,144141487651.13712,False,False,spiral
119816.jpg,587739131891875910,77120529017.5043,True,False,spiral
12037.jpg,587725816409555034,598605909602.3047,False,False,spiral
45939.jpg,587731681193033765,100105744525.90913,False,False,spiral
143825.jpg,587739828744683727,814602990317.6399,False,True,spiral
38019.jpg,587729752211456129,51908681765.81655,False,False,spiral
216440.jpg,588017702935461925,787489913732.1105,False,False,elliptical
229903.jpg,588017990686146721,102775121766.82988,False,False,spiral
216142.jpg,588017702415892488,88420506835.92221,False,False,spiral
226437.jpg,588017977841942618,68938527053.85025,False,True,spiral
108545.jpg,587738067810779141,139863051710.9242,False,False,spiral
28258.jpg,587728947975421986,1177310452969.8484,False,True,spiral
286968.jpg,587734304877641984,416794519769.56683,False,False,spiral
90738.jpg,587736541477994706,408785987035.7018,False,False,spiral
15194.jpg,587726014552670282,83965136820.8925,False,False,spiral
134629.jpg,587739651570597904,48588780599.68906,False,True,spiral
26437.jpg,587728905023783343,98988330576.00981,False,False,spiral
201638.jpg,588011219135496313,87526185139.98337,False,False,spiral
47722.jpg,587731874461188154,57637083909.01058,False,True,spiral
107620.jpg,587738065666506880,73266424853.99681,False,False,spiral
37232.jpg,587729653963948206,66318241208.895966,False,False,spiral
71614.jpg,587733608016511091,395045391689.2113,False,False,spiral
273274.jpg,588297865804382261,125684869921.4288,False,False,spiral
142614.jpg,587739827139051617,410285340597.096,False,False,irregular
33693.jpg,587729385534980105,513691051051.9901,False,False,spiral
142074.jpg,587739815317274825,84264956320.46667,False,True,spiral
97356.jpg,587736782539915626,57496313519.062515,True,False,spiral
56031.jpg,587732484363911180,64083024385.36096,False,False,spiral
140392.jpg,587739810486616170,367507325271.00757,False,False,spiral
98470.jpg,587736808843116599,53137730273.04,False,True,spiral
63636.jpg,587733079194009742,80354092382.0112,False,False,spiral
94558.jpg,587736585516548257,30589191616.893585,False,True,spiral
101002.jpg,587736919968448552,586391950444.2623,False,False,spiral
9292.jpg,587725551199322172,249135146767.99167,False,True,spiral
41752.jpg,587730022794526857,78946521661.52605,False,False,spiral
127367.jpg,587739407303770121,92425540715.95258,False,False,spiral
136042.jpg,587739707420967061,440836961171.9669,False,False,irregular
226681.jpg,588017978348732432,458790059952.8976,False,False,spiral
29951.jpg,587729155743219767,41981601318.06711,True,False,spiral
69295.jpg,587733441047625773,104869935284.4493,False,False,spiral
209014.jpg,588017115590230192,37487027085.853386,False,False,spiral
129773.jpg,587739459371991131,722400436962.955,False,False,spiral
92910.jpg,587736546313043978,87125443133.36087,True,False,spiral
9290.jpg,587725551199256712,183586186223.8487,False,False,spiral
231103.jpg,588017991773520201,192567946849.03824,False,False,spiral
127859.jpg,587739407337259013,70394219819.38594,False,False,spiral
212639.jpg,588017605239439565,164679674532.14105,False,False,spiral
141932.jpg,587739814778634483,53481428642.82793,False,False,spiral
143883.jpg,587739828748157121,722400436962.955,False,True,spiral
6541.jpg,587725469052502129,61950098323.65409,False,False,spiral
11706.jpg,587725774531657955,239389446174.40442,False,False,spiral
83693.jpg,587735661552599116,50180963992.98854,True,False,spiral
126876.jpg,587739406787018756,62426501942.205696,True,False,spiral
41886.jpg,587730022797803649,107776977483.50015,False,False,spiral
178181.jpg,587742611347210626,370067545809.88605,False,True,spiral
199702.jpg,588011102639947790,269943578002.2287,False,True,spiral
92043.jpg,587736543096734014,85639278546.89447,False,True,spiral
55104.jpg,587732483300065333,175804909926.7174,False,False,spiral
55844.jpg,587732484353753123,57868203494.86269,False,False,spiral
30908.jpg,587729158970933263,45389667358.95901,False,False,spiral
85604.jpg,587735666916261999,233099316461.01038,False,False,spiral
123668.jpg,587739376702062744,291334555626.7493,False,False,spiral
129340.jpg,587739457763213424,883818321056.8401,False,True,spiral
100343.jpg,587736915680952356,289110590008.48206,False,False,spiral
234484.jpg,588018253751713803,58475911479.91523,False,False,spiral
122645.jpg,587739303685324846,61950098323.65409,False,False,spiral
118690.jpg,587739114709909671,36502112561.69908,False,False,spiral
36297.jpg,587729409148256445,134643998398.03578,False,False,spiral
134510.jpg,587739651032678648,464963647991.5122,False,False,spiral
250749.jpg,587731521207992450,64547585282.301384,False,False,irregular
47604.jpg,587731873923530987,131801999874.79091,False,False,spiral
34313.jpg,587729386607935629,720390538123.2303,False,True,spiral
32247.jpg,587729226611753088,184836612242.0702,False,False,spiral
17585.jpg,587726031721791515,57842892204.08163,True,False,spiral
151225.jpg,587741491444842547,210302289136.79266,False,False,spiral
234551.jpg,588018253758071006,239493648400.33398,False,False,spiral
111900.jpg,587738568177221727,520535076536.2555,False,False,spiral
14972.jpg,587726014540284092,54967248753.659454,False,False,spiral
208468.jpg,588017111836393547,79519016496.29424,False,False,spiral
159401.jpg,587741727112101895,114229953498.73903,False,False,spiral
70059.jpg,587733603718201456,95565910086.53557,False,True,spiral
287057.jpg,587734304879869971,80291764108.02141,False,False,spiral
170855.jpg,587742190976303238,358748422456.4622,False,False,spiral
131492.jpg,587739608086610037,54790340574.536705,False,False,spiral
166903.jpg,587742061061996578,474072758169.186,False,False,spiral
132174.jpg,587739609160417293,68735959586.05032,True,False,spiral
65338.jpg,587733195697487910,49077677223.20144,False,False,spiral
92696.jpg,587736545776238709,74519340034.53748,False,False,spiral
71375.jpg,587733605341331485,185249054481.15366,False,False,spiral
28032.jpg,587728932411080803,115751865767.23346,False,False,spiral
42196.jpg,587730023335854128,259394641314.80948,False,False,spiral
139715.jpg,587739809418838057,305653941133.6216,False,False,spiral
134536.jpg,587739651033923677,112236211813.63445,True,False,spiral
170823.jpg,587742190974271512,49576173154.17395,False,True,spiral
170831.jpg,587742190974533801,61397968260.005264,True,False,spiral
131646.jpg,587739608098275421,112679004133.60391,False,True,spiral
197193.jpg,588010360696799247,451274714369.0463,False,False,spiral
15191.jpg,587726014552604815,49236140237.3402,False,False,spiral
207972.jpg,588017110758588458,131801999874.79091,True,False,spiral
228956.jpg,588017979454193856,101483631578.71617,False,True,spiral
125871.jpg,587739406229045443,118544388299.7211,False,False,spiral
52308.jpg,587732136997421077,103854423669.95479,False,False,spiral
23791.jpg,587728309640429581,395045391689.2113,False,False,spiral
253993.jpg,587733609093136687,43114464862.56749,True,False,spiral
121600.jpg,587739166239228080,90579099751.9445,True,False,spiral
44873.jpg,587731521742438512,185514132567.0151,False,False,spiral
81401.jpg,587735348569440310,385116388257.5547,False,False,spiral
208300.jpg,588017111826628697,63698909873.98988,False,False,spiral
69787.jpg,587733442655551544,75701589771.73997,False,True,spiral
131058.jpg,587739507160252450,55391356387.80183,False,False,spiral
77916.jpg,587735043609985048,715110245018.1433,False,False,spiral
244670.jpg,588848900973330470,72795578217.66849,False,True,spiral
71588.jpg,587733608014348555,89957836077.6176,False,False,spiral
127091.jpg,587739406798880791,59667933907.3835,False,True,spiral
99676.jpg,587736899038675063,49060955254.50108,True,False,spiral
132765.jpg,587739609713737909,51369105105.19901,True,False,spiral
152671.jpg,587741533303341063,641608339222.6643,False,False,spiral
294006.jpg,588015509830762647,60053870068.13416,False,False,spiral
265001.jpg,587742062697185376,69384426026.99496,True,False,spiral
93193.jpg,587736546851618848,291207127208.2622,False,False,spiral
23068.jpg,587728308024639551,352717493806.6287,False,False,spiral
209339.jpg,588017564948430886,40715333832.155396,False,True,spiral
101897.jpg,587736941450690653,65515641832.48483,False,False,spiral
99160.jpg,587736813131857963,89637760988.59727,True,False,spiral
152069.jpg,587741532256010348,56166323884.03685,False,False,spiral
121496.jpg,587739165700587689,37758870973.66238,False,False,spiral
122170.jpg,587739302602866760,41246205384.11207,True,False,spiral
145630.jpg,587739845929926848,40584294427.165474,True,False,spiral
49963.jpg,587732049486217264,473121844157.8841,False,False,spiral
65281.jpg,587733195160354886,49395114900.119675,True,False,spiral
35683.jpg,587729407542689819,37192810726.3767,True,False,spiral
122662.jpg,587739303686111335,52001754901.06913,True,False,spiral
230512.jpg,588017991232848043,45162502643.84638,True,False,spiral
260516.jpg,587739505010999352,143677578528.98538,False,False,spiral
242210.jpg,588848898853634244,109182239971.0365,False,False,spiral
136066.jpg,587739707421556887,28039030949.352844,True,False,spiral
65377.jpg,587733196233965642,42994410630.93265,False,False,spiral
208308.jpg,588017111826956425,156705413593.95782,False,True,spiral
253656.jpg,587733440515604574,47751058164.31546,False,False,spiral
92958.jpg,587736546314224038,342628906338.0629,False,False,spiral
166183.jpg,587742060525256715,233954282877.12738,False,False,spiral
176455.jpg,587742577531551814,94613912082.3984,True,False,spiral
191429.jpg,588007004701523974,57637083909.01058,False,True,spiral
249945.jpg,587729752748982355,46646493218.61677,True,False,spiral
148518.jpg,587741391565422762,64083024385.36096,False,False,spiral
231282.jpg,588017992296169539,118254860470.84233,False,False,spiral
161588.jpg,587741829653397820,205597580728.46884,False,True,spiral
82331.jpg,587735428542627874,31631588339.37249,True,False,spiral
107932.jpg,587738066727534662,56529611398.515396,False,False,spiral
16479.jpg,587726016163807517,453083242617.36865,False,True,spiral
87116.jpg,587735696989028418,536957607810.6067,False,False,elliptical
161955.jpg,587742008968806432,80068372322.43661,False,True,spiral
67857.jpg,587733412063019103,64547585282.301384,False,False,spiral
171870.jpg,587742550151725379,318609704648.7568,False,False,spiral
97326.jpg,587736782539063757,58475911479.91523,False,False,spiral
27690.jpg,587728931344220283,331224917047.1093,False,False,spiral
236703.jpg,588023669168406703,106610259385.2013,False,False,spiral
57936.jpg,587732580981800993,43466032460.624535,True,False,spiral
149465.jpg,587741488762781822,61596211283.37063,False,False,spiral
98641.jpg,587736809381298321,37637346734.02619,False,False,spiral
138624.jpg,587739720845623367,120907989603.19164,False,False,spiral
142778.jpg,587739827664978052,600276027766.6799,False,False,spiral
184566.jpg,587742901792145474,43800392269.96974,True,False,spiral
38021.jpg,587729752211521659,32947692191.162323,True,False,spiral
32357.jpg,587729227152425018,33136985672.543198,False,False,spiral
201968.jpg,588011219682394142,406020535819.76855,False,False,spiral
70933.jpg,587733604804198413,58475911479.91523,False,False,spiral
176498.jpg,587742577532797204,299195460519.3036,False,False,spiral
27881.jpg,587728931877945476,64110918655.10386,True,False,spiral
37921.jpg,587729752205951150,50671527925.460655,False,True,spiral
218465.jpg,588017704533753899,66769942156.532524,False,False,spiral
188696.jpg,587745540509532541,170349161419.15778,False,False,spiral
258186.jpg,587738409251635215,46817584175.62615,True,False,spiral
155063.jpg,587741602563948554,208368948434.39175,False,False,spiral
16260.jpg,587726016150110325,213554634108.34152,False,True,spiral
255115.jpg,587735349650391137,85022721064.40025,False,False,spiral
41439.jpg,587730022257852574,73582069800.81522,False,False,spiral
74605.jpg,587734862146961426,142754234654.88504,False,False,spiral
2732.jpg,587724649254223913,303689656260.2985,False,False,spiral
228005.jpg,588017978911752434,31631588339.37249,True,False,spiral
140655.jpg,587739810498347126,95258338004.56065,False,False,spiral
88851.jpg,587736477591928926,26180142131.63725,True,False,spiral
229476.jpg,588017979978416210,69408075061.02382,False,False,spiral
223132.jpg,588017728158105664,207017948255.51474,False,False,spiral
145126.jpg,587739845383291009,221003422855.14526,False,False,spiral
158977.jpg,587741725513154572,46646493218.61677,True,False,spiral
81755.jpg,587735349099954194,304803535361.1316,False,False,irregular
123205.jpg,587739305554477135,85639278546.89447,False,True,spiral
164255.jpg,587742014347477149,443713865413.4477,False,True,spiral
139436.jpg,587739721909928024,27589129645.265327,False,True,spiral
218276.jpg,588017704024801570,40602053581.97685,True,False,spiral
112738.jpg,587738570322870287,107776977483.50015,False,False,spiral
48452.jpg,587731887349891238,91170429343.14572,False,False,spiral
133349.jpg,587739631169372205,94993305464.1117,False,False,spiral
179699.jpg,587742628533174350,77403393263.11513,False,True,spiral
172160.jpg,587742550685450445,96387341061.2849,False,False,spiral
70594.jpg,587733604266934289,40864670362.07743,True,False,spiral
41470.jpg,587730022258769983,148100662070.70038,False,False,spiral
201851.jpg,588011219672236116,296298191017.4463,False,False,spiral
162755.jpg,587742012762751201,71983009518.67284,False,False,spiral
172802.jpg,587742551755784328,52925503705.216515,True,False,spiral
86780.jpg,587735696449011832,125370396679.67088,False,False,spiral
225135.jpg,588017949348003874,362675317567.4248,False,False,spiral
233488.jpg,588018090007855251,119830397512.11061,False,False,spiral
267192.jpg,587745403606925418,153266768229.2674,True,False,spiral
173754.jpg,587742568400158810,31529784322.930676,True,False,spiral
215059.jpg,588017627246297100,94993305464.1117,False,False,spiral
88491.jpg,587736477051781168,39518003922.390976,False,False,spiral
50108.jpg,587732050024595525,616230230849.2273,False,False,spiral
216979.jpg,588017703458111630,245561343047.76843,False,False,spiral
97600.jpg,587736783606382788,41999971916.04252,False,False,spiral
230617.jpg,588017991237370126,305350053201.8295,False,False,spiral
244005.jpg,588848900441833500,65015663652.230194,False,False,spiral
44026.jpg,587731500260720647,403098331008.0498,False,True,irregular
121962.jpg,587739295088902303,67561455942.23499,False,False,spiral
138216.jpg,587739720310194559,308999658889.9965,False,False,spiral
30011.jpg,587729156279631878,256056615037.94012,False,True,irregular
94830.jpg,587736586050207931,101483631578.71617,False,False,spiral
268641.jpg,588011123038093364,99662321669.84941,True,False,spiral
242460.jpg,588848899366387842,227707848563.17062,False,False,spiral
92086.jpg,587736543097651427,192759592714.11597,False,False,spiral
129147.jpg,587739408411656413,81233656089.52563,True,False,spiral
51790.jpg,587732135387070608,378807875932.6423,False,True,spiral
66598.jpg,587733399184867443,42528983243.933754,False,False,spiral
235211.jpg,588023046395199596,485887805996.89056,False,False,spiral
74958.jpg,587734863758033057,145249952821.62994,False,False,spiral
33192.jpg,587729231982428267,48903056060.765144,False,False,spiral
23740.jpg,587728309637808276,184917068530.9196,False,False,spiral
195656.jpg,588010358545252539,36885442679.714584,True,False,spiral
57941.jpg,587732580982063269,32696254111.269173,True,False,spiral
141450.jpg,587739811562389567,90902536137.42279,False,False,spiral
85059.jpg,587735665852285113,40453676763.17673,False,True,spiral
200260.jpg,588011123577061553,44371386541.344765,False,False,spiral
155068.jpg,587741602564014184,107776977483.50015,False,True,spiral
88209.jpg,587735744222396681,29321892688.832363,False,False,spiral
237746.jpg,588023721246392383,160282460250.09732,False,False,spiral
31159.jpg,587729158983974974,41028534059.7096,False,False,spiral
112388.jpg,587738569776889997,61750716340.0291,False,False,spiral
111254.jpg,587738411409342491,29344654462.492615,False,False,spiral
153485.jpg,587741534393991216,33229438287.52177,True,False,spiral
72278.jpg,587733609627189358,36740410130.986046,False,False,spiral
17218.jpg,587726031701540990,33972382091.274277,False,False,spiral
218420.jpg,588017704531853356,27948789323.2557,True,False,irregular
284462.jpg,587731513154666691,51834390952.91222,True,False,spiral
23325.jpg,587728308564787244,82889400767.19243,False,True,spiral
171879.jpg,587742550152380656,193466600270.62476,False,True,spiral
42229.jpg,587730023338737801,342778836252.48914,False,False,irregular
34047.jpg,587729386074800214,214410475519.45416,False,False,spiral
843.jpg,587722982832668754,472546988727.9089,False,True,spiral
71355.jpg,587733605341004037,188539781743.56918,False,False,spiral
12150.jpg,587725816420171849,629919423526.7133,False,True,spiral
132240.jpg,587739609165135931,133244410572.71658,False,False,spiral
261253.jpg,587739706884554908,57496313519.062515,False,False,spiral
181230.jpg,587742774013657229,154765088360.19086,False,False,spiral
161769.jpg,587741830192103434,134547304004.9028,True,False,spiral
67695.jpg,587733411531522132,68241097054.29753,False,False,spiral
211168.jpg,588017603609755743,39408054943.72495,False,True,spiral
151090.jpg,587741491434815613,92723966203.74911,False,False,spiral
154442.jpg,587741601490993168,40999069477.1865,False,True,spiral
237166.jpg,588023670240968801,83658293230.6675,False,False,spiral
226612.jpg,588017978345062477,48446008384.06149,True,False,spiral
216784.jpg,588017702952239151,77930416977.81699,False,False,spiral
45883.jpg,587731681189036307,116266607357.1137,False,False,spiral
50433.jpg,587732053235794483,62025318064.10867,False,True,spiral
197089.jpg,588010360686641161,673145582357.9327,False,False,spiral
226434.jpg,588017977841811592,45107732884.76771,True,False,spiral
46641.jpg,587731869631578127,94919403428.69485,False,False,spiral
59546.jpg,587732701788897385,68051233240.85939,True,False,spiral
36465.jpg,587729409159594038,161849737735.56036,False,False,spiral
144062.jpg,587739829273493554,24822470315.079624,False,False,spiral
216923.jpg,588017703456997422,19478432289.24144,True,False,spiral
48894.jpg,587731890574393517,449822318809.62964,False,False,spiral
233730.jpg,588018090545447011,267446550020.57544,False,False,elliptical
81586.jpg,587735349086912675,385284910136.6708,False,False,spiral
54845.jpg,587732483279880206,125021584854.63654,False,True,spiral
241959.jpg,588848898841116701,268865451428.68042,False,True,spiral
235200.jpg,588023045874319434,174869472509.54633,False,True,spiral
228816.jpg,588017979448754350,33511047239.52438,True,False,spiral
87400.jpg,587735697527341202,75979074654.62607,False,False,spiral
77397.jpg,587734950204997656,36502112561.69908,True,False,spiral
138854.jpg,587739721368404061,33727798919.487537,True,False,spiral
69315.jpg,587733441049133324,64784334229.04078,False,False,spiral
98942.jpg,587736812061262161,63698909873.98988,False,False,spiral
69321.jpg,587733441049657370,22171700325.46686,True,False,spiral
244506.jpg,588848900472242519,116216020465.27412,False,False,spiral
102670.jpg,587736946276171915,49416615768.28614,True,False,spiral
217444.jpg,588017703483408448,46217771382.46308,False,True,spiral
250414.jpg,587730022798786648,87915408824.59943,False,False,spiral
69805.jpg,587733442656010331,270061079931.20987,False,False,spiral
70194.jpg,587733603728752863,52966710268.97452,False,False,spiral
83017.jpg,587735489750106120,155144362787.82922,True,False,spiral
106831.jpg,587737826215657713,71807201243.3,False,False,spiral
238769.jpg,588295842861613131,25919343662.446846,False,False,spiral
140457.jpg,587739810488909894,323957471035.4546,False,False,spiral
44982.jpg,587731522273542412,44638953027.0804,False,False,spiral
166634.jpg,587742060557107219,29227522263.50398,False,False,spiral
181868.jpg,587742775085760596,48745665054.34931,False,False,spiral
170825.jpg,587742190974337072,23783677098.833817,True,False,spiral
229851.jpg,588017990163562717,49060955254.50108,True,False,spiral
26345.jpg,587728881411752060,49593070730.086555,False,False,spiral
46624.jpg,587731869631053940,60517084907.377174,False,False,spiral
292723.jpg,588015509290352866,297356201266.92737,False,True,spiral
197148.jpg,588010360693719113,60247773239.598755,True,False,spiral
213721.jpg,588017625619496994,27891058719.062447,False,False,spiral
97426.jpg,587736783070625932,28276652845.109688,True,False,spiral
49117.jpg,587731891114344470,33136985672.543198,True,False,spiral
132853.jpg,587739610232258597,230943104707.3728,False,False,spiral
89005.jpg,587736477597040907,72039053812.32304,False,False,spiral
13535.jpg,587725819090698299,208427490699.32858,False,False,spiral
89122.jpg,587736478125129867,192843941783.0528,False,False,spiral
160035.jpg,587741816231887123,338366999306.8946,False,True,spiral
228101.jpg,588017978916667581,35747279830.84194,True,False,spiral
278455.jpg,587731186205065344,45017150342.45769,True,False,spiral
266911.jpg,587744727686119686,53845696626.395645,False,False,spiral
83642.jpg,587735661549256781,51163942242.34012,False,False,spiral
42155.jpg,587730023333232703,50999274734.61387,True,False,spiral
192009.jpg,588007005252681758,599456950418.044,False,False,spiral
152607.jpg,587741532794126374,275123697807.55505,False,True,spiral
109866.jpg,587738372205445609,498196876096.09064,False,False,spiral
127536.jpg,587739407317205030,73712476104.51724,False,False,spiral
237923.jpg,588023722318626951,249026176180.29773,False,False,spiral
130992.jpg,587739507155337278,37880787593.26423,True,False,spiral
233561.jpg,588018090010870162,436063764806.7746,False,False,spiral
250265.jpg,587729971252035600,90539689338.01576,False,False,spiral
152388.jpg,587741532783968278,89022748783.23932,False,False,spiral
106821.jpg,587737826215395566,89349268232.6982,True,False,spiral
218267.jpg,588017704024342709,105548240993.25174,False,False,spiral
93285.jpg,587736547385409742,39076890686.93997,True,False,spiral
91985.jpg,587736543094374497,75979074654.62607,False,True,spiral
134253.jpg,587739648353173531,62600672683.188194,False,True,spiral
30772.jpg,587729158448545968,68021467938.87067,False,False,spiral
57480.jpg,587732578837856322,34526455834.75518,True,False,spiral
138151.jpg,587739720308818195,418464865212.7019,False,False,spiral
258218.jpg,587738409791193145,94309403938.26353,False,False,spiral
148428.jpg,587741391032287516,54220809852.59156,True,False,spiral
145331.jpg,587739845393842276,45454616711.4679,False,False,spiral
208496.jpg,588017112362909818,161203697901.9371,False,False,spiral
261860.jpg,587739810498347418,100061958725.495,False,False,spiral
60922.jpg,587732703938871352,60982608899.935936,True,False,spiral
97679.jpg,587736802933735473,184178953079.76498,True,False,spiral
35677.jpg,587729407542362397,27690257857.12493,False,False,spiral
77392.jpg,587734950204407811,38790912869.02149,False,False,spiral
37097.jpg,587729653427142833,204497027673.8713,False,False,spiral
195508.jpg,588010358538764431,37081218777.12455,False,False,spiral
138686.jpg,587739720846934449,48623699639.41197,False,False,spiral
184125.jpg,587742865280401528,89022748783.23932,True,False,spiral
13299.jpg,587725818557825112,42410656967.11679,True,False,spiral
34646.jpg,587729387143561304,105397182165.37808,False,False,spiral
83409.jpg,587735661007470638,76224397454.3684,False,False,spiral
139139.jpg,587739721383805281,84301829559.87103,False,False,spiral
156286.jpg,587741708343640073,576567289711.1945,False,False,elliptical
154600.jpg,587741601499578395,57098408058.98104,False,False,spiral
51483.jpg,587732134842925214,96656262978.92725,True,False,spiral
41177.jpg,587730021721899404,99385036144.48218,False,False,spiral
192387.jpg,588007005775331446,99341565578.65819,False,False,elliptical
11023.jpg,587725578036445267,224782760307.44382,False,False,elliptical
133677.jpg,587739646736203895,52053507653.62555,False,False,spiral
138211.jpg,587739720310128833,116266607357.1137,False,False,spiral
142886.jpg,587739827669565549,32068895319.507675,True,False,spiral
99392.jpg,587736897961656491,35158229764.911835,True,False,spiral
143100.jpg,587739827677233416,392334952083.40515,False,False,spiral
142656.jpg,587739827661176937,72505007198.53506,False,False,spiral
134167.jpg,587739648347537421,163260078129.96173,False,False,spiral
48891.jpg,587731890574393392,352717493806.6287,False,False,spiral
138223.jpg,587739720310325454,43133231868.71683,False,False,spiral
34330.jpg,587729386609901711,65015663652.230194,False,False,spiral
189049.jpg,587745541057085533,76743570338.56343,False,False,spiral
118000.jpg,587739098058391599,60982608899.935936,False,False,spiral
65745.jpg,587733397573009582,77964518305.90852,False,False,spiral
284812.jpg,587731513682100385,124522261648.29675,False,False,spiral
142615.jpg,587739827139051618,253198425081.28546,False,False,irregular
7489.jpg,587725471211651227,478090374460.07416,False,False,spiral
136043.jpg,587739707420967062,276996958230.75336,False,False,irregular
177965.jpg,587742610811191349,54967248753.659454,True,False,spiral
163980.jpg,587742013833740385,144316504085.06125,False,True,spiral
278024.jpg,587731186191237243,26191537910.05956,True,False,spiral
94387.jpg,587736585509011766,45142852714.357765,False,False,spiral
112274.jpg,587738569248145433,42718107076.243935,False,False,spiral
135483.jpg,587739706880098395,24466395959.82306,True,False,spiral
52309.jpg,587732136997486599,50813019139.35528,False,True,spiral
133244.jpg,587739630096023592,39250663271.135025,False,False,spiral
263038.jpg,587741491445235830,40584294427.165474,False,True,spiral
262796.jpg,587741420567199980,52076285585.678925,True,False,spiral
290248.jpg,588015508216283301,80972211347.28128,False,False,spiral
69320.jpg,587733441049395265,214410475519.45416,False,False,spiral
70214.jpg,587733603730194441,27801293331.060078,False,False,spiral
87934.jpg,587735743160254785,30341706287.67548,False,False,spiral
